DATE,ret_true,price_true,price_base_aligned,shape,shape_clipped,mu,sma_vol_10_predict,sigma_used,var_used,VaR_ret_95,ES_ret_95,VaR_price_95,ES_price_95,viol_95
2005-08-25,0.0028883865758695393,1213.5,1210.0,99.83265051801952,10.0,0.0,0.0055668161550596305,0.0055668161550596305,3.0989442104232886e-05,-0.009024446448324723,-0.011991697893376592,1199.1295434984493,1195.5766983269596,0
2005-08-26,-0.006199647879524761,1206.0,1213.5,93.77486480088828,10.0,0.0,0.005474214971653935,0.005474214971653935,2.9967029555880092e-05,-0.008874329326181816,-0.011792222037691834,1202.7786441461435,1199.27418041786,0
2005-08-29,0.007023371155096214,1214.5,1206.0,99.99763513514154,10.0,0.0,0.005483588599500608,0.005483588599500608,3.006974392857304e-05,-0.008889525050303573,-0.01181241413855726,1195.3267431678778,1191.8380367081456,0
2005-08-30,-0.004952548298689408,1208.5,1214.5,99.92426425138989,10.0,0.0,0.005737523768720806,0.005737523768720806,3.2919178996636206e-05,-0.009301183037947214,-0.01235942588620127,1203.2560851166288,1199.5818570043343,0
2005-08-31,0.010699690554257124,1221.5,1208.5,99.99866645522394,10.0,0.0,0.004561949840126586,0.004561949840126586,2.0811386343830986e-05,-0.007395443083700133,-0.009827075794090001,1199.5955737060724,1196.682141503885,0
2005-09-01,0.00020464545246934307,1221.75,1221.5,99.99953237382074,10.0,0.0,0.005779667630503115,0.005779667630503115,3.3404557919085484e-05,-0.009369503063826704,-0.01245020963843536,1210.1086012156045,1206.3863482204013,0
2005-09-02,-0.0016383374543176288,1219.75,1221.75,99.75948293425334,10.0,0.0,0.00577825345404166,0.00577825345404166,3.338821297914437e-05,-0.009367210521844105,-0.012447163305231365,1210.3590445748382,1206.6369307763434,0
2005-09-06,0.011817578443025667,1234.25,1219.75,99.50481470233744,10.0,0.0,0.0057486593508353665,0.0057486593508353665,3.30470843319469e-05,-0.009319235091700136,-0.01238341348213855,1208.4356653547586,1204.7384702282545,0
2005-09-07,0.0010122482896921525,1235.5,1234.25,99.99418938073124,10.0,0.0,0.0068132354001041295,0.0068132354001041295,4.6420176617232076e-05,-0.011045034773096681,-0.014676658671447062,1220.6926742230135,1216.2676174690853,0
2005-09-08,-0.00283688133519977,1232.0,1235.5,95.94728388409116,10.0,0.0,0.006745467840022128,0.006745467840022128,4.5501336380772795e-05,-0.010935175798081348,-0.01453067790167869,1222.0631911304197,1217.6771500909672,0
2005-09-09,0.008084118399959372,1242.0,1232.0,99.99790352318426,10.0,0.0,0.005950666716588922,0.005950666716588922,3.5410434371919186e-05,-0.009646712163626284,-0.012818565503487731,1220.1723911057397,1216.3083146133622,0
2005-09-12,-0.001410011312265702,1240.25,1242.0,99.99930241291628,10.0,0.0,0.006242524406045548,0.006242524406045548,3.8969110960074326e-05,-0.01011984689911404,-0.013447267645311074,1229.4945335790003,1225.4102867327836,0
2005-09-13,-0.0010083695520162195,1239.0,1240.25,99.99874316846768,10.0,0.0,0.005733341031462006,0.005733341031462006,3.287119938304582e-05,-0.009294402341881806,-0.0123504156871615,1228.7760219786326,1225.0265981198374,0
2005-09-14,-0.0036385728439078946,1234.5,1239.0,99.99910977297796,10.0,0.0,0.005647425479856515,0.005647425479856515,3.189341455053259e-05,-0.00915512339446456,-0.012165341614208784,1227.7085682069858,1224.0184543169355,0
2005-09-15,-0.0008103728158230794,1233.5,1234.5,99.99905338990904,10.0,0.0,0.005497493897112347,0.005497493897112347,3.02224391487875e-05,-0.008912067130039959,-0.011842368087714699,1223.5469328582521,1219.966820074865,0
2005-09-16,0.007068594513018667,1242.25,1233.5,99.997920015283,10.0,0.0,0.004734453016209816,0.004734453016209816,2.2415045362698225e-05,-0.0076750904856201915,-0.010198671678634868,1224.0690140172703,1220.9838709163992,0
2005-09-19,-0.0034270772378883763,1238.0,1242.25,99.99887353863464,10.0,0.0,0.00505906876048411,0.00505906876048411,2.5594176723306225e-05,-0.008201329779120815,-0.010897939236309264,1232.1035620958062,1228.7855356993446,0
2005-09-20,-0.008517593575866123,1227.5,1238.0,99.99949763914312,10.0,0.0,0.0052022633630375665,0.0052022633630375665,2.706354409840293e-05,-0.008433464627198795,-0.011206400368481285,1227.6032726285366,1224.2039229051043,1
2005-09-21,-0.009412797142562823,1216.0,1227.5,99.99109375434656,10.0,0.0,0.0047178207059532596,0.0047178207059532596,2.2257832213521312e-05,-0.00764812760611396,-0.010162843364153124,1218.1477326181373,1215.0882857512024,1
2005-09-22,0.003079136169834129,1219.75,1216.0,95.131256632114,10.0,0.0,0.005365186395651997,0.005365186395651997,2.878522506008927e-05,-0.008697581519525347,-0.011557359288726797,1205.469601754325,1202.0271512536108,0
2005-09-23,0.0006146911370681352,1220.5,1219.75,99.9532166483076,10.0,0.0,0.005519139867180106,0.005519139867180106,3.0460904873496834e-05,-0.008947157726218707,-0.011888996524226961,1208.8853805727163,1205.334260630086,0
