DATE,ret_true,sigma_lstm,gk_vol_actual,shape,VaR_ret_95,VaR_ret_99,viol_95,viol_99
2006-09-20,0.004499445,0.0055902107,0.004723442,4.610341,-0.008869429122384958,-0.014344358543385598,0,0
2006-09-21,-0.004687362,0.0055673737,0.007120277,4.81989,-0.008833195660004399,-0.014285758855797673,0,0
2006-09-22,-0.0032000027,0.005589254,0.005275946,4.7268386,-0.008867911665740545,-0.014341904389698689,0,0
2006-09-25,0.00732604,0.0055976217,0.00864993,4.8591433,-0.008881186923003617,-0.014363374210056866,0,0
2006-09-26,0.00820135,0.0055603567,0.0051608654,5.1288643,-0.008822062215429057,-0.014267752948246244,0,0
2006-09-27,0.0007422528,0.005532119,0.003763015,5.071793,-0.008777260597433745,-0.01419529614601231,0,0
2006-09-28,-0.0003710575,0.005524548,0.003936172,4.7968063,-0.008765248530078604,-0.014175869258598038,0,0
2006-09-29,-0.0012997866,0.0055201575,0.0029068969,4.8088846,-0.008758282888308369,-0.01416460385902628,0,0
2006-10-02,-0.0037230125,0.0055134357,0.0043680244,4.8573565,-0.0087476172583336,-0.014147354539105223,0,0
2006-10-03,0.0020493718,0.005529868,0.0060593225,4.7089977,-0.0087736890998932,-0.014189520031163035,0,0
2006-10-04,0.011105056,0.005541998,0.00746361,4.816625,-0.008792934648712522,-0.014220645490177285,0,0
2006-10-05,0.0018389119,0.005493745,0.003276929,4.75985,-0.008716376834571923,-0.01409682999763797,0,0
2006-10-06,-0.0014708589,0.005473653,0.004621011,4.8819327,-0.008684498481809466,-0.014045273745765667,0,0
2006-10-09,0.0003679176,0.005463207,0.003844468,4.643789,-0.00866792499588278,-0.01401846976310052,0,0
2006-10-10,0.0011029413,0.0054473435,0.0031761443,4.636426,-0.008642755303562583,-0.013977763299799925,0,0
2006-10-11,-0.0012868831,0.0054185907,0.005939963,4.3889565,-0.008597136593527972,-0.013903985030196115,0,0
2006-10-12,0.0086089,0.005499451,0.0045011695,4.2393937,-0.008725429092336204,-0.014111470041456606,0,0
2006-10-13,0.0020041913,0.005501787,0.0032498864,4.343413,-0.008729136319451386,-0.014117465669158022,0,0
2006-10-16,0.0018185129,0.005490444,0.003241266,4.33872,-0.0087111394827187,-0.014088359728383447,0,0
2006-10-17,-0.0030934426,0.005472641,0.0058877007,4.225478,-0.008682892348509627,-0.01404267617701536,0,0
2006-10-18,0.00054659747,0.0054762983,0.00643197,4.2802987,-0.008688695240257161,-0.014052061083153796,0,0
2006-10-19,0.0012742333,0.005473979,0.003279893,4.288875,-0.008685015159056907,-0.014046109358022809,0,0
2006-10-20,0.00054560334,0.0054703066,0.003597316,4.06895,-0.00867918874084977,-0.014036686402990002,0,0
2006-10-23,0.0041730986,0.005456244,0.01404773,3.9328911,-0.008656877513371374,-0.014000602880355447,0,0
2006-10-24,0.002892788,0.0054333443,0.003390947,3.790475,-0.008620544515969416,-0.013941842216675953,0,0
2006-10-25,0.0032444152,0.0054240273,0.0036443742,3.8276374,-0.008605762660427901,-0.013917935803659036,0,0
