var1,var2,n,mean_diff,std_diff,mae,rmse,corr_pearson,corr_spearman
rs_vol_5,yz_vol_20,5072,-0.00047395902946415196,0.0034233480959371815,0.002161025149562998,0.003455667628349883,0.8576011839366516,0.8366358767865838
rs_vol_5,yz_vol_10,5072,-0.00027496251270802443,0.002280004959239423,0.00138585256314925,0.002296301825099833,0.9386505683730851,0.9206297623611611
rs_vol_5,yz_vol_5,5072,-5.748351234589204e-05,0.0005650703547424428,0.0003471949480831397,0.0005679312508059143,0.9963556789195231,0.9931700480344267
rs_vol_5,garch_vol,5072,-0.0008485501088791337,0.003411973293793679,0.002313486139194565,0.003515580149028208,0.8727031030158625,0.8110089430870931
rs_vol_5,sma_vol_20_predict,5072,-0.00018290794223205475,0.004123274847621366,0.0025884399683650606,0.004126923645309048,0.8142133662679183,0.7754856415947925
rs_vol_5,sma_vol_10_predict,5072,0.00029137849800352607,0.003651652390288909,0.0023978466982963963,0.0036629001561539454,0.8615189957063001,0.7998354896050354
rs_vol_5,sma_vol_5_predict,5072,0.0011475331504446319,0.004024346716285104,0.002832103648179719,0.004184376385016202,0.8359927944826333,0.7641671769217833
yz_vol_20,yz_vol_10,5072,0.00019899651675612756,0.002243355847991452,0.0013878991958302589,0.002251944234117321,0.9376223196706693,0.9216131184361881
yz_vol_20,yz_vol_5,5072,0.00041647551711825997,0.0033604616643040514,0.0021265328735857445,0.0033858422843359606,0.8644511760254203,0.8406081561505311
yz_vol_20,garch_vol,5072,-0.0003745910794149816,0.003031891491881918,0.0017959048021034345,0.0030546476262115025,0.8982737358455338,0.8779529796555657
yz_vol_20,sma_vol_20_predict,5072,0.0002910510872320972,0.0018103935163665428,0.0012794495288209597,0.001833463721980702,0.9678459172064188,0.9349288776511425
yz_vol_20,sma_vol_10_predict,5072,0.000765337527467678,0.0030696079507960146,0.002234888232544333,0.003163285753058594,0.9038312699798908,0.8395465506123635
yz_vol_20,sma_vol_5_predict,5072,0.0016214921799087838,0.004447092406547205,0.003337283977050532,0.004733071791539193,0.7939693609201682,0.709369145174118
yz_vol_10,yz_vol_5,5072,0.00021747900036213233,0.0021636232070071323,0.0013137070423175367,0.0021743135779093087,0.9454090423514693,0.9268453795480208
yz_vol_10,garch_vol,5072,-0.0005735875961711092,0.002724325418566965,0.0018166272904314705,0.0027837902935949786,0.9188466666344979,0.8765273494553142
yz_vol_10,sma_vol_20_predict,5072,9.20545704759696e-05,0.0029594669651505094,0.001912212470336251,0.002960606684290557,0.9042889699840225,0.8667546845142637
yz_vol_10,sma_vol_10_predict,5072,0.0005663410107115505,0.002447008805481649,0.0017461711383124543,0.0025114564826631356,0.9404308575809752,0.8936658926114867
yz_vol_10,sma_vol_5_predict,5072,0.0014224956631526562,0.003736362633859239,0.0028273616241293836,0.003997642705077919,0.8587176057276267,0.7827372141834106
