DATE,ret_true,sigma_lstm_wf,gk_vol_actual,garch_pred,shape,VaR_ret_95,VaR_ret_99,viol_95,viol_99
2024-06-04,0.001273435,0.0075892536,0.0067061572,0.007473665,99.84062,-0.012303049398898099,-0.018760563601825223,0,0
2024-06-05,0.011621499,0.0068949866,0.005043947,0.007458902,70.62792,-0.011177562816726319,-0.017044341718677643,0,0
2024-06-06,-0.00037278657,0.006109555,0.0036687432,0.0074900645,99.22956,-0.009904287999861122,-0.015102761837957885,0,0
2024-06-07,-0.0015392153,0.005246978,0.0074222265,0.007466828,85.369385,-0.008505951991258344,-0.012970479769053536,0,0
2024-06-10,0.002889906,0.0060176635,0.0043885596,0.0073901694,83.91392,-0.009755321550968124,-0.014875607215686317,0,0
2024-06-11,0.0023709363,0.0055721444,0.00662488,0.007353483,80.24468,-0.009033083842561166,-0.013774287857786414,0,0
2024-06-12,0.00804703,0.0058659804,0.00837415,0.00730683,80.97918,-0.009509425884335015,-0.014500648037379122,0,0
2024-06-13,0.0020246648,0.0066731893,0.00575596,0.0073183863,68.26449,-0.01081800408354571,-0.016496061023077845,0,0
2024-06-14,-0.00018389114,0.00626773,0.005900563,0.0073413244,73.474014,-0.010160708258950383,-0.015493769662397851,0,0
2024-06-17,0.019802628,0.0060502687,0.0074870205,0.007274599,69.71297,-0.009808178299304244,-0.014956206939933075,0,0
2024-06-18,0.0024311196,0.0065148114,0.002365448,0.007510453,32.268047,-0.010561255511187367,-0.016104552563245285,0,0
2024-06-20,-0.0027466977,0.0048107896,0.0077154287,0.0074923746,31.18604,-0.007798840325032553,-0.011892225674665384,0,0
2024-06-21,-0.0018503898,0.005688283,0.003872759,0.0074787056,30.14371,-0.00922135842048807,-0.01406138230724224,0,0
2024-06-24,-0.0031218214,0.0052769035,0.0056710197,0.007463716,27.638012,-0.00855446470772824,-0.01304445540495664,0,0
2024-06-25,0.0036186036,0.0053926045,0.0028212268,0.007337873,28.365597,-0.008742029487559264,-0.013330467503859326,0,0
2024-06-26,0.0011732323,0.004590571,0.0044346293,0.0073091644,25.133362,-0.007441841422559202,-0.01134784839075129,0,0
2024-06-27,0.00045087695,0.004690541,0.0047970987,0.0072629736,23.828054,-0.007603904110517325,-0.01159497308856754,0,0
2024-06-28,-0.0044273846,0.0049598594,0.008974337,0.007232543,19.901321,-0.008040499990900833,-0.012260725498125716,0,0
2024-07-01,0.0022161426,0.0060644588,0.004672967,0.007197077,20.953453,-0.0098311821719574,-0.014991284878906197,0,0
2024-07-02,0.006304907,0.005549349,0.007593081,0.007150926,20.389002,-0.008996129609947485,-0.013717937419059597,0,0
2024-07-03,0.0038533967,0.0060000964,0.003479469,0.0071607376,18.704832,-0.009726843539849001,-0.014832181921555445,0,0
2024-07-05,0.0055745235,0.0051085763,0.003913557,0.007120415,19.415287,-0.008281587429528914,-0.01262835274884523,0,0
2024-07-08,0.0006668593,0.0047307434,0.0030270345,0.007095415,20.662607,-0.007669076404412399,-0.011694352431448575,0,0
2024-07-09,0.0010660508,0.0043539917,0.0024158123,0.007053515,18.418509,-0.007058319196707583,-0.0107630264594139,0,0
2024-07-10,0.01002725,0.0038815162,0.0041896887,0.006998804,18.18397,-0.0062923820637936344,-0.009595071115081236,0,0
2024-07-11,-0.008518954,0.0042591854,0.008378251,0.0070377993,20.886915,-0.006904627231121562,-0.010528666033638131,1,0
2024-07-12,0.0044230246,0.005486141,0.010469346,0.007058431,21.935345,-0.008893662954267934,-0.013561688984332942,0,0
2024-07-15,0.0032164995,0.0066979276,0.0066114347,0.0070334603,20.487467,-0.01085810725396644,-0.016557213185840056,0,0
2024-07-16,0.006008658,0.006337199,0.005120227,0.0070006787,18.85616,-0.010273324774203124,-0.015665495323940282,0,0
2024-07-17,-0.013781176,0.0056527914,0.006753145,0.0069796746,20.305788,-0.009163821731079828,-0.013973646276435239,1,0
2024-07-18,-0.007922772,0.005942031,0.010455084,0.0070852935,23.022003,-0.009632712158836407,-0.014688643705690637,0,0
2024-07-19,-0.007310597,0.007124113,0.006286556,0.0070981584,23.464306,-0.011549002439081366,-0.017610739237983217,0,0
2024-07-22,0.010211025,0.006659619,0.0060130223,0.007092941,26.576841,-0.010796004562538328,-0.016462514590832714,0,0
2024-07-23,-0.0020517402,0.0062064794,0.005210442,0.00713621,28.776766,-0.010061413328888331,-0.015342357700178569,0,0
2024-07-24,-0.02298848,0.0058624544,0.009304193,0.007087022,29.272758,-0.009503709519883892,-0.014491931318834032,1,1
2024-07-25,-0.0056353663,0.0068101366,0.012116246,0.0073565203,17.065886,-0.011040011372882996,-0.016834593506906935,0,0
2024-07-26,0.010557444,0.008203026,0.0088424925,0.0073329327,17.857016,-0.013298044538501273,-0.02027780286461353,0,0
2024-07-29,0.0007271406,0.008079242,0.006829204,0.007372573,20.602264,-0.013097375923668308,-0.01997180910734217,0,0
2024-07-30,-0.0055578477,0.0073091057,0.0116425585,0.007326964,19.032299,-0.011848896776552051,-0.018068039425077478,0,0
2024-07-31,0.015502781,0.008370059,0.013122122,0.0073155793,17.915009,-0.013568823650153205,-0.02069070608734194,0,0
2024-08-01,-0.014087611,0.0096384045,0.016913911,0.007437903,19.925575,-0.015624956815181218,-0.02382604398330983,0,0
2024-08-02,-0.019206118,0.011239759,0.015512163,0.0075359847,23.175556,-0.0182209357417574,-0.027784577041414297,1,0
2024-08-05,-0.029926244,0.012047431,0.027441455,0.0077352063,18.63762,-0.019530265938712956,-0.029781136726688345,1,1
2024-08-06,0.009300174,0.015163107,0.015984071,0.008080846,9.480569,-0.024548633700198906,-0.037605040525768525,0,0
2024-08-07,-0.007385382,0.014882501,0.021708697,0.008100434,9.803929,-0.024114781521063885,-0.03683315040139017,0,0
2024-08-08,0.022836253,0.015731005,0.017459221,0.008111378,9.637118,-0.02547877166483077,-0.03897391620719252,0,0
2024-08-09,0.0041050576,0.015771264,0.008303244,0.012027773,13.464747,-0.025567025316783093,-0.0389864162138489,0,0
2024-08-12,-9.310987e-05,0.012193203,0.006418,0.011045778,12.512971,-0.019766577221069236,-0.030141480955077037,0,0
2024-08-13,0.01648427,0.009437957,0.0071668336,0.008262311,8.500045,-0.015231102715189886,-0.023573987542979995,0,0
2024-08-14,0.003291883,0.008537386,0.005942056,0.010778893,14.190009,-0.013840079617838636,-0.021104336454021027,0,0
2024-08-15,0.016388614,0.00769951,0.008356674,0.010019706,13.593833,-0.012481787700148014,-0.019033116459247833,0,0
2024-08-16,0.001928987,0.00794659,0.0062314104,0.010669959,13.758833,-0.012882332420406059,-0.019643895499153935,0,0
2024-08-19,0.009234335,0.0074734925,0.0066743535,0.009950246,12.702627,-0.012115386715881436,-0.01847440221319107,0,0
2024-08-20,-0.0018222632,0.0071918773,0.004394761,0.009742313,12.57433,-0.011658856565311734,-0.01777825261253346,0,0
2024-08-21,0.0038628087,0.0062620128,0.004642824,0.0091116065,12.663301,-0.01015143952804794,-0.015479636043165285,0,0
2024-08-22,-0.008455393,0.005813932,0.00891056,0.008631553,12.159707,-0.009425049374181137,-0.014371984741482444,0,0
2024-08-23,0.01040333,0.0069006635,0.0053880718,0.008520794,13.092551,-0.011186765716176349,-0.017058374953435602,0,0
2024-08-26,-0.0027459161,0.0064967065,0.0059881024,0.008685185,12.8340435,-0.010531904811327293,-0.01605979653133564,0,0
2024-08-27,0.0013739006,0.0063007316,0.0044866297,0.0083497735,11.454936,-0.010214207285944011,-0.015575348778762255,0,0
2024-08-28,-0.006130628,0.0057946164,0.00862474,0.008430346,7.477848,-0.009306683453541268,-0.014607535150551352,0,0
2024-08-29,-4.4562286e-05,0.006693132,0.012491448,0.008418807,7.473726,-0.010749527849924546,-0.01687328650806416,0,0
2024-08-30,0.009049836,0.008337506,0.007552168,0.008428822,6.944737,-0.013344819073123468,-0.02113821111170995,0,0
2024-09-03,-0.02129022,0.007846552,0.014581374,0.008428524,7.2318664,-0.01258356785847071,-0.01983067792485009,1,1
